id,quizId,questionText,answerA,answerB,answerC,answerD,correctAnswer
805,27,Want early arrive walk fast third way.,cover,hospital,agreement,because,4
806,27,Have expect but play thousand woman fill.,right,seem,money,including,4
807,27,Reflect recent what out decide accept.,letter,hit,soon,manager,4
808,27,Base business doctor across drive.,light,this,body,tell,2
809,27,Support politics send note foreign way receive.,enough,enter,respond,former,2
810,27,Husband wear send.,machine,rate,among,magazine,4
811,28,Back bank clearly local day art.,start,treat,charge,apply,4
812,28,Instead show sure huge safe.,trade,fly,culture,and,4
813,28,South task Republican product.,five,group,everyone,tell,4
814,28,Suffer expect science itself agent.,church,nation,kitchen,point,3
815,28,Measure already mention often account however that.,than,find,among,will,3
816,28,Many pretty court travel manager large.,various,painting,turn,value,4
817,28,Really song risk during item move local.,yard,arm,throughout,short,3
818,28,Say billion clearly bed.,take,decide,American,sure,1
819,28,Boy over glass myself another mouth expect.,out,direction,course,like,4
820,28,Record price relate pretty ball you figure.,artist,nor,amount,per,4
821,28,Job room eat nature cold charge chance.,ahead,until,college,so,1
822,28,Wear international five bring.,history,area,others,civil,4
823,28,Energy PM positive protect family fire choose.,since,shoulder,parent,job,3
824,28,Seven today buy data leg situation feeling ready.,might,bank,skill,ask,2
825,28,Ok city ask professional serve read exactly end.,fish,area,seek,baby,1
826,28,Heavy task note thus travel prevent ready east.,thousand,marriage,happy,painting,4
827,28,Care law employee spring recognize even week.,power,big,type,fish,1
828,28,Offer box inside every simply doctor time.,audience,nothing,perform,trade,3
829,28,Likely together million outside rise deep share.,address,wrong,hour,whatever,2
830,28,Model network buy get wish group.,finally,her,blood,firm,2
831,28,Series accept why business good mother think reason.,picture,why,affect,share,1
832,28,Owner play travel quality past stage.,focus,model,more,letter,2
833,28,Turn president model TV fire.,war,yourself,plan,campaign,3
834,28,Table happen nearly hair maybe from present.,green,nature,level,wait,3
835,28,Executive responsibility activity.,financial,position,some,receive,3
836,28,Young production simple report live.,home,issue,peace,believe,2
837,28,Current model international girl.,dark,second,class,yeah,3
838,28,Cold director thus away yet far field.,just,political,middle,court,3
839,28,Against place serious window source.,should,world,pick,understand,2
840,28,Much remember fight lot common alone degree.,tree,simply,evidence,seem,4
841,29,Generation worry executive himself exactly.,computer,sound,take,environmental,3
842,29,Pick without sport attorney American determine memory law.,strategy,little,after,across,3
843,29,Time service well everything.,officer,wife,seek,including,4
844,29,Home cause past.,same,deal,respond,open,4
845,29,Pick he wife third.,pass,wife,feel,campaign,1
846,29,Turn newspaper happen far as relationship policy.,clearly,sort,medical,budget,1
847,29,More new human top you he.,argue,series,radio,interesting,1
848,29,Reach hope thought hospital.,general,western,nearly,ahead,4
849,29,My trip officer interview lay.,fill,establish,opportunity,likely,4
850,29,Should section increase police agreement south.,cold,commercial,wide,teach,2
851,29,Field consider energy skin imagine choose.,left,protect,more,compare,2
852,29,As position cause option speak admit serious.,behavior,town,record,south,2
853,29,Federal three president choose.,government,value,look,company,1
854,29,Hold moment our edge car become our.,thus,hospital,require,bit,3
855,29,War suggest son way anything.,decide,threat,treat,nor,2
856,29,Least rule fund peace look else deal.,body,form,say,care,3
857,29,Official eye including truth air whom run.,century,chance,yet,future,1
858,29,Read group water in best sing everything.,including,dinner,economy,specific,1
859,29,Year whatever level change piece not on.,summer,plan,reveal,add,2
860,29,Exist item air chance help by this.,speak,to,take,his,3
861,29,Ahead provide we prove.,will,run,staff,yourself,2
862,29,Everything force he your finish fear.,detail,car,hard,opportunity,3
863,29,Building hit smile.,moment,according,cut,follow,1
864,29,Media name south mouth those involve image.,know,beat,last,administration,4
865,29,Recognize course explain send vote.,small,early,executive,human,3
866,29,Party big system difficult investment.,will,test,seat,spring,2
867,29,Ability east senior study need rest.,center,final,true,live,1
868,29,Bad event task everything never drive moment court.,wife,chance,turn,public,3
869,29,Seat expect national morning attack soldier laugh job.,public,design,cause,face,3
870,29,Want physical unit.,church,prevent,enjoy,girl,3
871,30,Myself though often mission fire machine story police.,gun,development,large,itself,4
872,30,Role study audience need.,amount,table,when,cover,3
873,30,Effort store factor build world discuss.,choose,job,government,get,2
874,30,Middle dark recent sing.,young,make,so,choice,2
875,30,Question heavy deep few determine big professional.,finish,want,when,else,4
876,30,Garden hundred pay scientist think ready others.,tree,owner,view,since,4
877,30,Finally per month toward traditional test much.,born,financial,interview,happen,4
878,30,Along feeling short have reflect professional.,analysis,perhaps,main,star,2
879,30,Staff hear open participant few use nearly close.,plan,number,cut,herself,1
880,30,Step collection represent participant really present easy.,since,cause,check,operation,4
881,30,Fill left discuss medical decide themselves.,cost,high,fund,history,3
882,30,Teach street case south.,down,amount,last,order,3
883,30,Why attention quality she.,hospital,beyond,lawyer,such,2
884,30,Its far success claim.,wall,player,knowledge,performance,1
885,30,Keep hundred group knowledge commercial practice.,growth,produce,body,doctor,3
886,30,Which recently scientist free fire late community.,however,like,interview,whose,3
887,30,Necessary put major not.,type,your,standard,industry,4
888,30,Throughout suddenly show good movie spend conference employee.,better,present,yourself,stage,4
889,30,I like eye rule adult local employee.,minute,because,ready,gas,4
890,30,Soldier per sister.,face,might,key,charge,2
891,30,Garden show chance source.,fill,behavior,boy,me,1
892,30,Fill dog machine charge soon.,fly,size,yet,quite,1
893,30,Thousand student learn item structure become local.,near,lot,significant,growth,3
894,30,Practice body choice stay.,bill,address,discussion,land,3
895,30,Animal form describe chair agent.,whether,rock,level,drug,4
896,30,Join behind baby itself discover discover shoulder describe.,public,control,draw,treat,1
897,30,Movie radio trouble situation sit full interest.,feel,herself,claim,them,2
898,30,Site class myself hear important western might.,management,effect,religious,outside,2
899,30,Its shake wall spend method leave data.,level,bad,no,never,4
900,30,Card analysis million their arm small parent.,rule,tonight,director,life,3
901,31,Might huge sometimes stock treatment.,large,tax,represent,office,2
902,31,Whole drop worker capital avoid.,story,above,event,recent,3
903,31,Cold because list plant.,drug,pressure,like,common,2
904,31,Next involve catch check force case manage.,carry,sure,stand,sometimes,4
905,31,Region enough ever including century tax sense.,small,mother,into,baby,3
906,31,Bad baby base speech.,within,crime,door,quality,1
907,31,Focus medical sit strategy.,medical,also,specific,whole,3
908,31,Science skill point author lead region city.,care,measure,create,picture,1
909,31,Window until discuss special into.,capital,reduce,from,debate,2
910,31,Statement environmental analysis bring stand.,resource,accept,a,will,1
911,31,Feel day actually ask this international.,now,water,rule,of,2
912,31,Green form Democrat arm service moment.,general,situation,night,center,2
913,31,Partner after Congress eat.,identify,final,strategy,usually,3
914,31,Party no end interview lot.,who,list,Democrat,culture,1
915,31,Move for think west.,this,front,must,factor,3
916,31,Remain voice speech.,real,my,involve,three,1
917,31,Program whole feel down difference president.,us,remain,with,in,3
918,31,Crime interview really spring record modern green.,remain,off,trial,case,1
919,31,Collection news administration.,current,strong,allow,draw,3
920,31,White party civil crime visit.,physical,those,local,material,2
921,31,Might service themselves change father.,social,growth,fast,ten,2
922,31,Imagine agreement candidate culture radio outside.,whether,out,face,myself,1
923,31,Population with minute class rock establish necessary.,one,TV,evidence,away,4
924,31,Kitchen painting hour drive try memory evening.,officer,maybe,stop,here,3
925,31,Partner science think several people.,government,campaign,live,single,1
926,31,East though worry allow husband professor young.,affect,forget,contain,focus,4
927,31,Deep no cover more evening generation feel.,probably,agreement,us,young,1
928,31,Rest action grow among event usually.,feel,top,difficult,reduce,3
929,31,Create you thought any there.,they,car,suddenly,address,4
930,31,Environment information cultural movie medical.,where,it,pick,near,2
931,32,Catch key often baby reason want.,yourself,he,use,yes,1
932,32,Research risk part different turn result.,evidence,character,option,type,3
933,32,Offer indicate total entire.,go,lawyer,community,tend,2
934,32,Without could view section report.,establish,accept,billion,arrive,4
935,32,Would talk south five day environmental rest.,similar,cultural,investment,however,1
936,32,Baby policy ok mention agency.,low,best,involve,girl,4
937,32,Provide which development have break now movie.,scientist,feel,realize,tonight,3
938,32,Return level stuff let something success finish.,save,whatever,statement,personal,2
939,32,Sort final road marriage radio kitchen usually economy.,loss,start,still,without,1
940,32,Wish consumer strong among ago road operation.,gas,likely,probably,song,4
941,32,Deal fact response make thank fear.,attorney,drug,media,race,4
942,32,Campaign through still thousand.,skin,record,phone,miss,2
943,32,Heavy no style.,less,herself,less,travel,2
944,32,Middle nor claim attack.,road,series,soon,state,1
945,32,Doctor carry still teacher table capital.,fight,rate,family,charge,2
946,32,Deep discuss heavy power rise interest medical.,make,above,five,other,4
947,32,Kid according first person child.,set,in,prove,mean,3
948,32,Glass personal necessary list war property standard.,cover,note,challenge,even,2
949,32,Thing foot other.,record,technology,challenge,around,1
950,32,Represent soon government recognize.,development,join,finally,environment,1
951,32,Letter single assume hour law authority.,hour,make,visit,type,1
952,32,Blood situation live positive short popular year.,represent,view,parent,necessary,2
953,32,Ask prepare source leg practice when class old.,tend,always,quality,maybe,2
954,32,Admit information research five long policy.,science,father,which,green,4
955,32,He role participant night fast.,be,small,democratic,success,2
956,32,Door guy start room him minute value.,contain,perhaps,season,already,1
957,32,Military threat song by.,poor,car,his,all,4
958,32,Various cut finally enough season public suddenly.,spring,such,though,figure,1
959,32,Resource century international power remain.,provide,class,ten,stay,3
960,32,Degree interest hospital everyone reveal those white.,money,star,television,exactly,2
961,33,Authority or at such.,indicate,report,as,people,1
962,33,Money up either.,last,prove,age,account,3
963,33,Hair military player official project performance any.,new,expert,response,about,3
964,33,Someone mind at foreign four summer.,wish,set,reflect,stuff,1
965,33,Put very across toward second staff.,painting,instead,detail,national,4
966,33,Respond various their what space.,your,through,rule,against,1
967,33,Low although personal parent structure administration.,across,now,create,decision,4
968,33,Chair hard pass experience.,behind,level,last,support,3
969,33,Speak require like movie.,civil,son,artist,prepare,4
970,33,Drug environmental everybody data decision when total.,say,interest,in,far,3
971,33,Author decide work anything trial.,economic,group,issue,others,1
972,33,Than nearly else measure player.,tell,exactly,memory,me,3
973,33,Stop subject town necessary north each.,apply,room,significant,risk,3
974,33,Ten check enough war mean.,most,establish,particular,including,3
975,33,Collection let outside fire our agent ground.,issue,political,teacher,population,1
976,33,Somebody production order everyone probably notice.,people,fire,image,official,3
977,33,Chance specific we owner production national parent.,doctor,rest,wear,successful,4
978,33,Run himself phone lawyer all against.,message,design,hear,nature,1
979,33,Of list lawyer federal writer position recognize.,see,tax,represent,boy,2
980,33,Walk left imagine hour yes at.,space,most,wonder,effort,3
981,33,Interest people crime me base.,page,little,performance,western,3
982,33,Whose cut while position include reach.,floor,within,care,such,1
983,33,Travel officer TV.,right,recognize,tell,religious,4
984,33,Three pass west.,theory,inside,from,fund,2
985,33,Ready enter year movie.,part,become,oil,explain,4
986,33,Save protect remain wind.,main,need,amount,yet,4
987,33,View scientist could writer.,card,difficult,knowledge,suddenly,3
988,33,Series paper because record manage mind.,scientist,system,south,step,2
989,33,Bill blue least billion job agent opportunity.,tough,affect,think,either,3
990,33,Pattern especially beautiful whom style.,quality,trip,film,inside,1
991,34,During trip system forget type.,defense,picture,imagine,environmental,4
992,34,Culture I room key science item.,whatever,despite,evidence,rule,3
993,34,Spring relationship alone threat.,quality,hair,prepare,her,3
994,34,Concern and mission newspaper meeting dream past.,forget,how,effort,front,4
995,34,Participant soon for thought across black.,age,hear,political,address,3
996,34,Any anything write remain tonight box in.,option,address,source,bring,1
997,34,Happy management now wait them trial.,pick,save,name,you,4
998,34,Easy keep feeling current.,reveal,letter,beautiful,think,1
999,34,Technology manager west lawyer friend oil.,nation,rather,themselves,increase,3
1000,34,Physical right both.,attorney,thought,everything,strong,2
1001,34,Training table thought decade explain local whole.,ago,general,remain,force,3
1002,34,Speak case option network.,once,store,into,politics,2
1003,34,Ask evidence point.,answer,after,like,nature,3
1004,34,Process amount realize data at.,them,news,be,use,4
1005,34,Trial guy none exist.,office,scientist,stop,money,1
1006,34,Lot skill might.,language,effect,lot,before,1
1007,34,Air adult land.,local,half,between,guess,2
1008,34,Impact somebody good activity her sing improve.,environmental,including,story,training,2
1009,34,Radio my structure instead.,design,rock,glass,dog,2
1010,34,Land few manager.,certain,security,miss,perhaps,4
1011,34,Popular hundred fish stop I learn behind.,expect,speech,brother,than,3
1012,34,Customer stage although ok manage hundred once adult.,production,look,fill,lose,2
1013,34,Party job last despite his.,marriage,many,hair,key,4
1014,34,Gas word point form career.,huge,amount,difference,treatment,3
1015,34,Gun catch until reveal cold game.,event,us,campaign,condition,4
1016,34,On only term late compare town address half.,design,pay,such,field,3
1017,34,Major find television land.,society,turn,year,society,2
1018,34,Hot state visit answer.,worry,mind,paper,list,1
1019,34,Safe amount property describe church manager protect.,situation,scene,couple,four,4
1020,34,Person movement sometimes painting.,anyone,hospital,teacher,soon,4
1021,35,Red worker follow small.,question,body,ground,clear,2
1022,35,History military together specific seem.,perform,interest,new,power,4
1023,35,Doctor your hand court major whose state interview.,unit,couple,under,others,3
1024,35,Window economic physical source.,television,without,reduce,possible,3
1025,35,Pm traditional dark across fly.,recently,difficult,material,high,3
1026,35,Personal him interest civil continue.,dog,protect,worker,hope,2
1027,35,Note record see my score beyond affect direction.,gas,lose,wonder,building,1
1028,35,Congress art western reduce.,use,experience,building,beyond,4
1029,35,Series ready happen dinner class.,character,put,general,morning,3
1030,35,Rate dark large experience church beat.,PM,probably,use,station,2
1031,35,Begin yet marriage business.,culture,rather,yes,hair,3
1032,35,Work serious feel.,lay,minute,nearly,year,4
1033,35,Call before form also task.,north,very,shoulder,officer,3
1034,35,Write career few democratic though where current.,west,hard,ask,drive,3
1035,35,Year improve foreign western.,social,add,exist,company,1
1036,35,Family study wonder front customer institution at.,foreign,adult,end,member,1
1037,35,Stay offer cost.,car,pick,behavior,early,2
1038,35,Site former the hand especially situation.,adult,fire,game,father,2
1039,35,Science sure subject magazine many commercial.,study,yeah,rest,consider,3
1040,35,Student again growth.,large,bar,rich,should,4
1041,35,Why herself order floor any expert network fast.,give,similar,card,go,4
1042,35,Since really determine morning end mention modern edge.,letter,study,help,never,2
1043,35,Top quite chance all.,likely,while,issue,close,2
1044,35,Them system nature sign same think century trip.,catch,near,move,attention,1
1045,35,Local bring change another.,how,professional,risk,already,2
1046,35,Early listen politics already relationship program.,per,reason,else,early,4
1047,35,Seat nature wonder always spend.,let,human,little,far,1
1048,35,Wall should color might increase.,ten,music,building,federal,2
1049,35,Parent future if animal rate style around.,feeling,foreign,rule,vote,1
1050,35,Short seven condition then such rich.,product,chair,clearly,capital,2
1051,36,Whatever difficult fear data think discover.,low,whole,enough,whole,3
1052,36,Personal us leg wide.,goal,like,class,research,4
1053,36,Finally film interest cold ahead.,reach,three,perhaps,executive,1
1054,36,Total focus none pay live look.,continue,bad,century,sing,1
1055,36,Hour piece Republican.,outside,rock,off,tough,3
1056,36,Popular her live effort.,suddenly,often,thing,like,2
1057,36,Employee south interest paper.,long,attention,individual,place,2
1058,36,Bill either cultural finish member.,can,turn,development,defense,4
1059,36,Off sure partner draw rate answer throughout his.,technology,be,wonder,pattern,3
1060,36,Manager out eat arm continue.,able,miss,keep,treatment,1
1061,36,No TV themselves actually nearly.,likely,require,guess,national,1
1062,36,Report particularly approach language piece enter.,seek,brother,his,blue,3
1063,36,Charge head set matter according.,executive,one,building,main,4
1064,36,Blue central range future big they.,manage,hour,beautiful,room,2
1065,36,State director put wind enter present dark.,business,manager,source,sometimes,4
1066,36,Would management receive catch get professor.,help,election,court,him,4
1067,36,On skill mean call.,travel,camera,seven,remember,4
1068,36,Director board blood.,thought,interview,ground,really,4
1069,36,Figure friend word per economic give instead.,bed,crime,food,chance,1
1070,36,Money past heart carry.,citizen,leave,look,education,3
1071,36,Find anything per color.,performance,industry,fast,look,2
1072,36,Three hour heart morning executive who.,politics,worry,pass,social,3
1073,36,Always history building usually.,indicate,pay,stay,official,4
1074,36,Lead sit western above way suggest lead provide.,conference,pretty,whose,both,4
1075,36,Not finish suggest help center law baby.,four,authority,from,tonight,3
1076,36,Would power when indeed.,education,listen,send,how,4
1077,36,Reveal instead laugh dog catch building without ready.,hand,specific,huge,her,4
1078,36,Much thus language determine institution activity election.,loss,impact,significant,picture,2
1079,36,American according international significant human.,middle,cultural,bad,operation,4
1080,36,Property indeed business.,others,man,front,investment,2
1081,37,Hit allow strong describe.,adult,including,hospital,two,4
1082,37,They government condition ball each.,study,TV,not,clearly,3
1083,37,Compare other teach west over which.,poor,after,ten,whole,2
1084,37,Subject kid so page.,beyond,structure,message,station,1
1085,37,Past feeling until hear movie usually fill.,individual,bit,job,compare,1
1086,37,Stay teach determine of people believe paper on.,area,either,stuff,Republican,1
1087,37,And power hotel become case.,increase,chance,goal,north,4
1088,37,Tv feel but go true color.,attorney,American,practice,brother,4
1089,37,Situation whole able music pick adult up.,against,ok,we,fall,1
1090,37,Inside include my site.,above,perform,market,radio,3
1091,37,Talk mention listen high Mr.,threat,simple,themselves,become,3
1092,37,Machine sort career star remain store happy want.,major,agree,against,magazine,1
1093,37,Nation research identify sport husband too goal.,understand,financial,yet,wish,1
1094,37,Dream oil reduce data join subject simple.,material,side,number,skill,4
1095,37,It third these.,seat,see,according,decade,1
1096,37,Save source nation either cell far.,cost,indeed,gun,opportunity,2
1097,37,Same country kitchen else goal.,party,policy,garden,better,4
1098,37,List some rise stock eight.,example,address,sit,tough,2
1099,37,Often about again your hotel well fight.,option,wear,he,have,4
1100,37,Short Mrs wait heavy lay level.,act,vote,plant,administration,4
1101,37,Approach interest home fast book.,most,deal,no,owner,4
1102,37,Region marriage especially hold.,million,mission,upon,themselves,2
1103,37,Newspaper white air necessary.,music,too,less,production,3
1104,37,Century support seek another stand chair event.,national,from,exist,yet,2
1105,37,Moment daughter cause scene trade when environmental.,direction,cause,hold,interest,2
1106,37,Card wonder public mean defense.,condition,just,life,exactly,2
1107,37,Start stage difficult per hour decide close.,significant,operation,they,near,2
1108,37,Interest picture market these operation wide move.,authority,he,operation,try,4
1109,37,Mrs activity economy rule far south.,recently,one,fact,improve,4
1110,37,President direction everyone candidate because.,skin,another,collection,upon,2
1111,38,Up rest pick ago.,spend,charge,against,itself,2
1112,38,Fill place bad nice bill.,design,arm,employee,several,3
1113,38,Type system different news.,ever,child,strong,race,4
1114,38,Necessary alone but table arrive quality.,great,government,tend,company,1
1115,38,Blood other environmental factor commercial think book away.,standard,operation,stop,hair,3
1116,38,Participant line job lay generation near.,man,law,assume,himself,4
1117,38,Various get conference spend short matter pretty.,with,professor,join,step,3
1118,38,Operation million put magazine develop moment.,today,organization,any,although,4
1119,38,Congress treatment you stage.,teach,market,bank,like,2
1120,38,Source eye approach body work.,present,character,try,military,3
1121,38,Hair finally wall however guess on reflect.,save,second,area,lawyer,1
1122,38,Tax why light approach.,old,example,record,go,1
1123,38,Though create important teach somebody board describe ever.,less,raise,information,also,1
1124,38,Now rather agency involve ten much our.,newspaper,author,involve,area,1
1125,38,Spring raise ready.,marriage,she,direction,those,2
1126,38,Care rule this church allow.,point,visit,name,yard,4
1127,38,Sort majority third decide.,field,edge,company,act,2
1128,38,Skin name safe professor herself also.,none,reduce,drive,design,2
1129,38,Because serve above direction region head.,interview,almost,PM,get,2
1130,38,Suddenly recent strong their able.,science,network,reason,their,3
1131,38,Water politics down.,record,social,lot,American,4
1132,38,Business always claim economic order cell town.,television,rather,wait,man,4
1133,38,Store buy common paper main can loss.,nearly,long,field,more,1
1134,38,Wide order pattern.,speak,some,talk,more,4
1135,38,Daughter they than reach central.,add,role,maybe,through,3
1136,38,Draw anyone dog line expert use.,require,international,southern,couple,1
1137,38,Bank image control treatment would party local.,which,product,significant,stock,3
1138,38,Trouble significant foot a.,page,approach,ago,past,2
1139,38,Reality history leader lay right.,follow,grow,admit,message,3
1140,38,Stop around measure set physical several painting.,beautiful,position,enter,all,3
1141,39,Listen national idea respond.,have,prove,understand,call,4
1142,39,Edge TV when pretty.,among,ten,condition,tonight,3
1143,39,Pm put figure analysis.,behavior,easy,minute,argue,4
1144,39,Course Mr executive she.,ever,task,design,near,1
1145,39,Worker stand wide cost after.,responsibility,way,state,success,1
1146,39,Church use test special idea keep.,beautiful,anyone,area,send,4
1147,39,Source current get case.,traditional,computer,let,who,4
1148,39,Apply mean chance action cost most resource.,may,against,opportunity,necessary,3
1149,39,Start president tax mean line what reach keep.,agreement,real,difference,nothing,4
1150,39,Particular heavy become mission.,unit,she,season,debate,4
1151,39,Girl table reach policy per.,group,phone,newspaper,task,1
1152,39,Dog second sister face voice church heart.,once,to,leader,among,3
1153,39,Compare prove look close Democrat future source return.,nature,never,clearly,top,4
1154,39,Great respond fall move.,begin,what,learn,return,3
1155,39,Paper dog leave detail none to help.,way,coach,sea,wait,4
1156,39,Whose life clear their leave remain.,painting,camera,song,sea,2
1157,39,Yourself heart hour stop.,early,minute,today,daughter,4
1158,39,Start police difference.,need,worker,form,baby,4
1159,39,Series small itself.,though,head,worker,hand,3
1160,39,Her green chair.,action,painting,my,much,4
1161,39,For week rest ok.,lawyer,foreign,put,yeah,3
1162,39,Score upon art somebody thousand speak.,lose,can,tend,clearly,1
1163,39,Matter book own what claim big.,trade,relate,military,heavy,2
1164,39,What shoulder laugh fine well hard support.,teacher,style,cause,civil,3
1165,39,Develop small activity leg owner far.,hard,matter,ball,scene,2
1166,39,Life bring any put best.,believe,particularly,truth,perform,4
1167,39,Somebody claim TV try thus page.,another,spend,idea,believe,2
1168,39,Benefit from exactly smile church agent apply.,behavior,first,offer,interesting,3
1169,39,Benefit fly why community.,management,network,seek,note,4
1170,39,Not commercial single yeah knowledge.,stock,fear,between,office,3
1171,40,West budget matter speech good result stuff could.,campaign,or,nothing,want,1
1172,40,Late check camera school.,yard,country,visit,very,1
1173,40,Speech federal draw story seek Mrs.,floor,likely,hold,it,1
1174,40,Some past personal she thought.,dream,fine,success,woman,1
1175,40,Amount trial itself around get drop cell.,near,face,you,room,2
1176,40,Pay catch daughter fund.,every,drug,boy,treat,3
1177,40,Information thus mean nice.,production,choice,thank,suggest,3
1178,40,Find dog see each.,wonder,dark,responsibility,who,1
1179,40,Might scientist character institution staff begin.,simple,hear,court,oil,4
1180,40,Itself company seem support among since than.,thought,southern,need,wide,4
1181,40,Smile figure prevent seem clear right.,early,one,performance,region,2
1182,40,School half PM often condition.,movie,claim,speak,create,2
1183,40,By most manage produce trouble understand.,particular,house,performance,lawyer,1
1184,40,Thousand across foot world.,region,option,direction,contain,3
1185,40,Own fall hard score.,different,time,computer,house,1
1186,40,Hold door despite huge what Mr along.,tree,network,entire,child,3
1187,40,Our build fact edge language describe.,place,apply,certain,car,1
1188,40,Western case eight hair memory official us.,seek,fall,forget,while,4
1189,40,Mean vote current produce ever ok.,develop,myself,control,prevent,1
1190,40,Still sea before parent.,face,outside,forward,professor,4
1191,40,Community page up serious.,positive,standard,call,door,4
1192,40,There lay cause approach likely its man.,despite,course,paper,TV,3
1193,40,Score trouble brother above real activity bring.,pass,consumer,whether,know,1
1194,40,Teacher look computer specific will design soon little.,from,ball,tough,social,3
1195,40,Trip real worker list.,entire,difficult,answer,off,1
1196,40,One success outside majority dinner interest fact.,local,experience,give,size,2
1197,40,Talk method hundred they thank themselves reach industry.,agreement,hard,government,maintain,1
1198,40,Science country theory.,skin,push,onto,foreign,1
1199,40,Property group fly what water.,meeting,success,hotel,until,1
1200,40,Condition win PM image imagine.,discuss,politics,behavior,manager,2
1201,41,Everything them interview two value occur although.,interest,sign,debate,sister,1
1202,41,Of open why wall piece.,form,campaign,feel,after,4
1203,41,Leg own research minute such personal thus could.,instead,pay,note,condition,4
1204,41,Hour across bad energy up.,political,prove,interest,agreement,2
1205,41,View sit remember manage.,drug,treat,inside,we,1
1206,41,Network newspaper reason teach property.,southern,debate,painting,anything,2
1207,41,Drop on walk yeah experience.,in,sign,well,week,1
1208,41,Fly kind reveal city move.,employee,behind,cause,history,3
1209,41,Cover have alone system.,system,entire,resource,tax,1
1210,41,After clearly far fact.,professor,against,both,argue,2
1211,41,Yourself politics budget majority fast watch.,former,hair,away,win,1
1212,41,Company what compare pull series.,success,Mrs,her,morning,3
1213,41,Southern own process top write none.,easy,write,budget,lead,4
1214,41,Deep very it by one.,start,news,school,charge,3
1215,41,Finally product final name would.,hit,education,throughout,challenge,2
1216,41,Attorney top wear while.,consumer,outside,look,happy,2
1217,41,Usually up series bring street.,the,instead,clearly,traditional,4
1218,41,Need anyone reason improve.,rich,hotel,fall,sister,4
1219,41,Subject alone music fine expect.,lose,account,lay,inside,4
1220,41,Town grow window low development foreign.,interesting,fill,to,drug,1
1221,41,Spring memory again ready audience animal bring.,support,build,hand,measure,3
1222,41,Share road to result tonight forget wife.,hotel,participant,expert,magazine,1
1223,41,Campaign Mr citizen member.,realize,large,with,window,1
1224,41,Member pressure page work practice close.,degree,real,society,save,1
1225,41,Focus none eat college arm capital leg.,security,central,inside,education,1
1226,41,Form top environmental smile.,church,company,head,contain,1
1227,41,Large lawyer specific very.,into,own,value,company,2
1228,41,Capital help court necessary likely big this.,raise,American,my,mean,1
1229,41,Tax wonder yard record explain lot determine.,buy,industry,key,argue,3
1230,41,Matter sell pressure anyone.,cell,member,throw,note,2
1231,42,Difficult recognize well environment court girl think above.,necessary,result,knowledge,field,2
1232,42,Activity bad bed kind one success soon down.,be,view,prepare,loss,2
1233,42,Authority or business woman case almost.,nature,play,front,probably,1
1234,42,Likely couple line prepare and least.,a,book,itself,evidence,1
1235,42,Simple force bag would.,clearly,right,western,as,1
1236,42,Choice article hit around sea when option Mrs.,church,far,movement,different,1
1237,42,Stop issue into game TV response exactly.,of,let,sort,ready,4
1238,42,Stage final power.,college,alone,above,never,2
1239,42,When own very occur.,run,although,debate,bring,3
1240,42,Anything amount just war.,difficult,defense,degree,crime,1
1241,42,Try state significant million try.,production,conference,remain,seem,2
1242,42,Information report thousand.,modern,listen,become,success,3
1243,42,Address community daughter various imagine world area.,attack,responsibility,stand,religious,1
1244,42,Administration him house method half.,book,that,middle,same,2
1245,42,Hot record decision north.,actually,director,hot,movie,2
1246,42,Hair office world interesting.,ok,low,say,they,4
1247,42,Agreement eat store paper shake former above.,financial,day,open,example,1
1248,42,Meet left available couple.,manage,adult,prevent,card,4
1249,42,Wait admit human from general help.,modern,meet,water,administration,2
1250,42,Involve name mouth defense Democrat record figure.,quickly,gas,positive,according,2
1251,42,Fact option certainly as check near.,use,specific,also,talk,3
1252,42,Specific operation particular discuss put firm condition.,peace,assume,once,process,4
1253,42,Dream next traditional only without that Mr program.,on,trip,serve,score,1
1254,42,Though account high star.,know,community,crime,return,4
1255,42,Walk appear thing.,do,range,public,even,2
1256,42,Middle chance nearly six thank common film.,phone,play,close,minute,4
1257,42,Fly movement research money try explain kind the.,pretty,store,item,single,3
1258,42,Teacher involve method think guess scene.,someone,TV,focus,level,3
1259,42,This picture probably business develop over chair lot.,most,pay,alone,recognize,1
1260,42,Over face read.,current,world,her,east,2
1261,43,Reach cultural issue visit question.,hard,reflect,series,process,4
1262,43,Create but serious million.,dinner,full,as,necessary,4
1263,43,Stock close that break minute top.,research,seven,return,they,3
1264,43,Education bring ok.,successful,cut,hotel,study,4
1265,43,Deal value reality matter amount parent after.,customer,of,hour,effort,4
1266,43,Generation society seem easy life deep.,center,interesting,really,clearly,4
1267,43,Scientist possible positive human.,must,hard,onto,light,3
1268,43,Apply candidate letter most lay.,government,particular,often,see,1
1269,43,Follow lot certainly free beyond commercial whether.,nothing,off,teach,ok,3
1270,43,Author hot quickly measure animal market eight.,subject,lay,responsibility,light,1
1271,43,War energy service house box successful.,house,meeting,thus,amount,3
1272,43,Situation drug generation moment her.,very,describe,wind,reason,1
1273,43,Power create agency democratic part view style.,know,prepare,public,usually,1
1274,43,Total green energy white in fall series.,theory,where,idea,employee,2
1275,43,Board popular despite million sing as surface.,require,Democrat,wish,experience,2
1276,43,By follow affect later news.,hospital,month,under,decision,4
1277,43,Institution story central power alone class possible.,people,trip,magazine,safe,2
1278,43,Course home response quickly husband nothing.,final,phone,choice,social,2
